quantity tons,country,status,application,thickness,width,material_ref,selling_price,purchased_month,purchased_year,delivered_month,delivered_year,item_type_PL,item_type_S,item_type_W
2.43,32,1,2.25,0.43,818.46,2835,16.64,3.0,2021.0,4.0,2021.0,0,0,1
7.36,32,1,2.25,0.43,818.46,2803,16.51,3.0,2021.0,4.0,2021.0,0,0,1
2.49,32,1,2.25,0.43,818.46,2787,16.62,3.0,2021.0,4.0,2021.0,0,0,1
0.06,32,1,2.25,0.43,818.46,2820,16.89,3.0,2021.0,4.0,2021.0,0,0,1
1.79,32,1,2.25,0.43,818.46,1934,16.87,3.0,2021.0,4.0,2021.0,0,0,1
2.56,32,1,2.25,0.43,818.46,2219,16.52,3.0,2021.0,4.0,2021.0,0,0,1
2.43,32,1,2.25,0.43,818.46,1856,16.89,3.0,2021.0,4.0,2021.0,0,0,1
2.14,32,1,2.25,0.43,818.46,1957,16.48,3.0,2021.0,4.0,2021.0,0,0,1
1.02,32,1,2.25,0.43,818.46,2426,16.5,3.0,2021.0,4.0,2021.0,0,0,1
1.93,32,1,2.25,0.43,818.46,1949,16.49,3.0,2021.0,4.0,2021.0,0,0,1
0.72,32,1,2.25,0.43,818.46,2792,16.9,3.0,2021.0,4.0,2021.0,0,0,1
2.63,32,1,2.25,0.43,818.46,2213,16.49,3.0,2021.0,4.0,2021.0,0,0,1
0.96,32,1,2.25,0.43,818.46,2780,16.49,3.0,2021.0,4.0,2021.0,0,0,1
2.57,32,1,2.25,0.43,818.46,993,16.66,3.0,2021.0,4.0,2021.0,0,0,1
2.84,32,1,2.25,0.43,818.46,1529,16.52,3.0,2021.0,4.0,2021.0,0,0,1
2.67,32,1,2.25,0.43,818.46,1958,16.65,3.0,2021.0,4.0,2021.0,0,0,1
2.38,32,1,2.25,0.43,818.46,1958,16.65,3.0,2021.0,4.0,2021.0,0,0,1
7.52,32,1,2.36,0.82,951.94,5874,14.95,3.0,2021.0,7.0,2021.0,0,0,1
7.48,32,1,2.36,0.82,1051.48,5875,14.99,3.0,2021.0,7.0,2021.0,0,0,1
7.51,32,1,2.36,0.82,1039.16,5841,14.88,3.0,2021.0,7.0,2021.0,0,0,1
7.54,32,1,2.36,0.86,942.62,5846,14.94,3.0,2021.0,7.0,2021.0,0,0,1
7.46,32,1,2.36,0.86,1160.78,5890,15.09,3.0,2021.0,7.0,2021.0,0,0,1
7.48,32,1,2.36,0.9,860.4,5917,15.1,3.0,2021.0,7.0,2021.0,0,0,1
7.49,32,1,2.36,0.71,876.01,5737,14.91,3.0,2021.0,7.0,2021.0,0,0,1
7.51,32,1,2.36,0.74,1002.11,5871,14.99,3.0,2021.0,7.0,2021.0,0,0,1
4.41,32,1,2.36,0.86,765.03,5749,15.03,3.0,2021.0,7.0,2021.0,0,0,1
4.04,32,1,2.36,0.86,974.88,4304,15.05,3.0,2021.0,7.0,2021.0,0,0,1
4.13,32,1,2.36,0.88,1135.06,5721,15.5,3.0,2021.0,7.0,2021.0,0,0,1
4.44,32,1,2.36,0.9,929.58,5722,15.51,3.0,2021.0,7.0,2021.0,0,0,1
4.41,32,1,2.36,0.74,909.05,8411,15.31,3.0,2021.0,7.0,2021.0,0,0,1
4.21,32,1,2.36,0.76,903.45,8412,15.28,3.0,2021.0,7.0,2021.0,0,0,1
4.24,32,1,2.36,0.9,674.53,8430,15.31,3.0,2021.0,7.0,2021.0,0,0,1
4.16,32,1,2.36,0.9,999.01,5934,15.32,3.0,2021.0,7.0,2021.0,0,0,1
4.35,32,1,2.36,0.9,1026.82,5935,15.33,3.0,2021.0,7.0,2021.0,0,0,1
4.33,32,1,2.36,0.74,909.05,5932,15.26,3.0,2021.0,7.0,2021.0,0,0,1
4.08,32,1,2.36,0.76,903.45,5933,15.31,3.0,2021.0,7.0,2021.0,0,0,1
4.73,32,1,2.4,0.63,529.04,2996,16.35,3.0,2021.0,7.0,2021.0,0,0,1
2.54,25,1,1.89,0.78,679.62,8509,15.45,3.0,2021.0,8.0,2021.0,0,0,1
4.7,25,1,1.89,0.78,837.26,8515,15.47,3.0,2021.0,8.0,2021.0,0,0,1
5.72,25,1,1.89,0.78,992.83,8515,15.47,3.0,2021.0,8.0,2021.0,0,0,1
4.75,25,1,1.89,0.83,679.62,8473,15.48,3.0,2021.0,8.0,2021.0,0,0,1
2.75,25,1,1.89,0.83,837.26,8515,15.46,3.0,2021.0,8.0,2021.0,0,0,1
5.71,25,1,1.89,0.83,992.83,8519,15.42,3.0,2021.0,8.0,2021.0,0,0,1
2.33,25,1,1.89,0.87,679.62,8474,15.49,3.0,2021.0,8.0,2021.0,0,0,1
4.49,25,1,1.89,0.87,837.26,8474,15.44,3.0,2021.0,8.0,2021.0,0,0,1
5.47,25,1,1.89,0.87,992.83,8520,15.45,3.0,2021.0,8.0,2021.0,0,0,1
2.0,25,1,1.89,0.9,679.62,8475,15.45,3.0,2021.0,8.0,2021.0,0,0,1
4.62,25,1,1.89,0.9,837.26,8512,15.45,3.0,2021.0,8.0,2021.0,0,0,1
5.52,25,1,1.89,0.9,992.83,8475,15.44,3.0,2021.0,8.0,2021.0,0,0,1
7.47,32,1,2.36,0.9,860.4,5917,15.09,3.0,2021.0,7.0,2021.0,0,0,1
7.86,32,1,2.36,0.9,799.63,5916,15.13,3.0,2021.0,7.0,2021.0,0,0,1
7.52,32,1,2.36,0.87,922.74,5906,15.08,3.0,2021.0,7.0,2021.0,0,0,1
7.85,32,1,2.36,0.9,674.53,5912,15.12,3.0,2021.0,7.0,2021.0,0,0,1
7.51,32,1,2.36,0.9,922.74,5905,15.07,3.0,2021.0,7.0,2021.0,0,0,1
7.5,32,1,2.36,0.9,977.97,5899,15.09,3.0,2021.0,7.0,2021.0,0,0,1
7.46,32,1,2.36,0.9,942.62,5898,15.07,3.0,2021.0,7.0,2021.0,0,0,1
7.51,32,1,2.36,0.9,905.32,5902,15.12,3.0,2021.0,7.0,2021.0,0,0,1
7.58,32,1,2.36,0.9,915.27,5908,15.1,3.0,2021.0,7.0,2021.0,0,0,1
7.55,32,1,2.36,0.9,1149.76,5901,15.11,3.0,2021.0,7.0,2021.0,0,0,1
7.46,32,1,2.36,0.89,999.01,5893,15.1,3.0,2021.0,7.0,2021.0,0,0,1
7.46,32,1,2.36,0.9,1035.45,5900,15.13,3.0,2021.0,7.0,2021.0,0,0,1
7.5,32,1,2.36,0.76,1051.48,5836,14.93,3.0,2021.0,7.0,2021.0,0,0,1
7.45,32,1,2.36,0.74,1002.11,5866,14.89,3.0,2021.0,7.0,2021.0,0,0,1
7.55,32,1,2.36,0.74,1002.11,5865,14.88,3.0,2021.0,7.0,2021.0,0,0,1
7.49,32,1,2.36,0.82,989.73,5927,15.12,3.0,2021.0,7.0,2021.0,0,0,1
7.54,32,1,2.36,0.87,979.83,5891,15.04,3.0,2021.0,7.0,2021.0,0,0,1
7.45,32,1,2.36,0.86,1029.28,5888,15.04,3.0,2021.0,7.0,2021.0,0,0,1
7.56,32,1,2.36,0.82,1039.16,5886,15.05,3.0,2021.0,7.0,2021.0,0,0,1
7.52,32,1,2.36,0.86,942.62,5887,15.03,3.0,2021.0,7.0,2021.0,0,0,1
2.43,30,1,1.71,0.63,887.24,4233,15.1,3.0,2021.0,8.0,2021.0,0,0,1
0.6,30,1,1.71,0.69,924.61,4233,15.1,3.0,2021.0,8.0,2021.0,0,0,1
4.37,30,1,1.71,0.51,837.26,4187,15.11,3.0,2021.0,8.0,2021.0,0,0,1
6.28,77,1,2.26,0.73,748.63,1251,15.54,3.0,2021.0,7.0,2021.0,0,1,0
6.92,77,1,2.26,0.38,824.73,74,15.71,3.0,2021.0,7.0,2021.0,0,1,0
5.65,77,1,2.26,0.65,837.26,576,15.56,3.0,2021.0,7.0,2021.0,0,1,0
5.66,77,1,2.26,0.68,837.26,584,15.61,3.0,2021.0,7.0,2021.0,0,1,0
5.71,25,0,1.71,0.69,837.26,8213,16.1,3.0,2021.0,7.0,2021.0,0,1,0
4.62,25,0,1.71,0.69,918.39,8213,16.12,3.0,2021.0,7.0,2021.0,0,1,0
4.36,78,1,2.26,0.51,837.26,4485,15.51,3.0,2021.0,5.0,2021.0,0,0,1
6.29,78,1,2.26,0.45,837.26,4481,15.51,3.0,2021.0,5.0,2021.0,0,0,1
7.0,78,1,2.26,0.69,837.26,4492,15.43,3.0,2021.0,5.0,2021.0,0,0,1
4.47,78,1,2.26,0.4,837.26,4477,15.59,3.0,2021.0,5.0,2021.0,0,0,1
2.91,78,1,2.26,0.42,837.26,4479,15.56,3.0,2021.0,5.0,2021.0,0,0,1
4.36,78,1,2.26,0.38,837.26,4567,16.07,3.0,2021.0,5.0,2021.0,0,0,1
5.84,26,1,2.04,0.78,992.83,3198,15.66,3.0,2021.0,7.0,2021.0,0,1,0
4.33,27,1,1.71,0.78,837.26,3063,15.51,3.0,2021.0,5.0,2021.0,0,1,0
4.85,27,1,1.71,0.83,679.62,3063,15.5,3.0,2021.0,5.0,2021.0,0,1,0
4.34,78,1,1.71,0.45,992.83,4452,15.85,3.0,2021.0,5.0,2021.0,0,1,0
4.57,78,1,1.71,0.51,837.26,4452,15.77,3.0,2021.0,5.0,2021.0,0,1,0
4.56,78,1,1.71,0.51,992.83,4452,15.73,3.0,2021.0,5.0,2021.0,0,1,0
4.71,78,1,1.71,0.69,837.26,4452,15.61,3.0,2021.0,5.0,2021.0,0,1,0
4.53,78,1,1.71,0.42,837.26,4452,16.03,3.0,2021.0,5.0,2021.0,0,1,0
5.83,78,1,1.71,0.48,837.26,4452,15.88,3.0,2021.0,5.0,2021.0,0,1,0
4.35,78,1,1.71,0.51,992.83,4452,15.85,3.0,2021.0,5.0,2021.0,0,1,0
6.99,78,1,1.71,0.6,837.26,4452,15.82,3.0,2021.0,5.0,2021.0,0,1,0
4.58,78,1,1.71,0.62,679.62,4452,15.76,3.0,2021.0,5.0,2021.0,0,1,0
4.29,78,1,1.71,0.62,837.26,4452,15.77,3.0,2021.0,5.0,2021.0,0,1,0
4.3,78,1,1.71,0.62,992.83,4452,15.75,3.0,2021.0,5.0,2021.0,0,1,0
4.53,78,1,1.71,0.66,837.26,4452,15.74,3.0,2021.0,5.0,2021.0,0,1,0
4.15,78,1,1.71,0.69,717.66,4452,15.7,3.0,2021.0,5.0,2021.0,0,1,0
4.05,78,1,1.71,0.69,679.62,4452,15.72,3.0,2021.0,5.0,2021.0,0,1,0
6.38,78,1,1.71,0.69,837.26,4452,15.67,3.0,2021.0,5.0,2021.0,0,1,0
6.1,77,1,1.89,0.69,992.83,6409,15.31,3.0,2021.0,4.0,2021.0,0,0,1
4.82,77,1,1.89,0.78,679.62,6407,14.97,3.0,2021.0,4.0,2021.0,0,0,1
2.11,26,0,2.25,0.5,992.83,3431,16.59,3.0,2021.0,7.0,2021.0,0,0,1
1.54,26,0,2.25,0.47,992.83,3427,16.67,3.0,2021.0,7.0,2021.0,0,0,1
1.79,26,0,2.25,0.56,992.83,3434,16.51,3.0,2021.0,7.0,2021.0,0,0,1
1.17,26,0,2.25,0.43,992.83,3426,16.76,3.0,2021.0,7.0,2021.0,0,0,1
1.74,26,0,2.25,0.61,992.83,3437,16.48,3.0,2021.0,7.0,2021.0,0,0,1
4.51,78,1,1.71,0.42,992.83,4428,15.99,3.0,2021.0,5.0,2021.0,0,0,1
5.65,78,1,1.71,0.42,992.83,4428,16.05,3.0,2021.0,5.0,2021.0,0,0,1
1.83,78,1,1.71,0.44,992.83,4428,16.06,3.0,2021.0,5.0,2021.0,0,0,1
2.8,78,1,1.71,0.44,837.26,4428,16.05,3.0,2021.0,5.0,2021.0,0,0,1
2.83,78,1,1.71,0.45,992.83,4428,15.92,3.0,2021.0,5.0,2021.0,0,0,1
4.69,78,1,1.71,0.45,837.26,4428,16.04,3.0,2021.0,5.0,2021.0,0,0,1
0.98,78,1,1.71,0.45,679.62,4428,16.04,3.0,2021.0,5.0,2021.0,0,0,1
6.23,78,1,1.71,0.48,992.83,4428,15.9,3.0,2021.0,5.0,2021.0,0,0,1
2.1,78,1,1.71,0.48,992.83,4428,15.83,3.0,2021.0,5.0,2021.0,0,0,1
4.53,78,1,1.71,0.51,992.83,4428,15.82,3.0,2021.0,5.0,2021.0,0,0,1
5.67,78,1,1.71,0.51,992.83,4428,15.87,3.0,2021.0,5.0,2021.0,0,0,1
0.85,78,1,1.71,0.51,837.26,4428,15.84,3.0,2021.0,5.0,2021.0,0,0,1
4.55,78,1,1.71,0.54,679.62,4428,15.9,3.0,2021.0,5.0,2021.0,0,0,1
5.16,78,1,1.71,0.54,992.83,4428,15.89,3.0,2021.0,5.0,2021.0,0,0,1
4.52,78,1,1.71,0.62,992.83,4428,15.77,3.0,2021.0,5.0,2021.0,0,0,1
2.56,78,1,1.71,0.51,679.62,4428,15.85,3.0,2021.0,5.0,2021.0,0,0,1
1.74,78,1,1.71,0.45,992.83,4428,15.99,3.0,2021.0,5.0,2021.0,0,0,1
5.7,78,1,1.71,0.34,837.26,4428,16.15,3.0,2021.0,5.0,2021.0,0,0,1
4.31,78,1,1.71,0.34,679.62,4428,16.2,3.0,2021.0,5.0,2021.0,0,0,1
2.74,78,1,1.71,0.38,837.26,4428,16.01,3.0,2021.0,5.0,2021.0,0,0,1
2.55,78,1,1.71,0.51,837.26,4428,15.89,3.0,2021.0,5.0,2021.0,0,0,1
1.08,78,1,1.71,0.62,837.26,4428,15.77,3.0,2021.0,5.0,2021.0,0,0,1
2.05,78,1,1.71,0.62,679.62,4428,15.74,3.0,2021.0,5.0,2021.0,0,0,1
4.04,78,1,1.71,0.62,679.62,4428,15.79,3.0,2021.0,5.0,2021.0,0,0,1
4.58,78,1,1.71,0.69,837.26,4428,15.67,3.0,2021.0,5.0,2021.0,0,0,1
1.12,78,1,1.71,0.5,992.83,4428,15.9,3.0,2021.0,5.0,2021.0,0,0,1
1.92,78,1,1.71,0.69,679.62,4428,15.7,3.0,2021.0,5.0,2021.0,0,0,1
4.58,78,1,1.71,0.31,837.26,4428,16.27,3.0,2021.0,5.0,2021.0,0,0,1
2.65,78,1,1.71,0.69,992.83,4428,15.7,3.0,2021.0,5.0,2021.0,0,0,1
0.77,78,1,1.71,0.45,837.26,4428,15.94,3.0,2021.0,5.0,2021.0,0,0,1
1.78,78,1,1.71,0.42,679.62,4428,16.03,3.0,2021.0,5.0,2021.0,0,0,1
2.27,78,1,1.71,0.55,992.83,4428,15.89,3.0,2021.0,5.0,2021.0,0,0,1
1.5,78,1,1.71,0.42,837.26,4428,15.99,3.0,2021.0,5.0,2021.0,0,0,1
2.8,78,1,1.71,0.38,679.62,4428,16.17,3.0,2021.0,5.0,2021.0,0,0,1
3.0,78,1,1.71,0.56,992.83,4428,15.89,3.0,2021.0,5.0,2021.0,0,0,1
4.37,78,1,1.71,0.51,679.62,4428,15.92,3.0,2021.0,5.0,2021.0,0,0,1
4.59,78,1,1.71,0.38,837.26,4428,16.13,3.0,2021.0,5.0,2021.0,0,0,1
2.95,78,1,1.71,0.78,837.26,4428,15.69,3.0,2021.0,5.0,2021.0,0,0,1
4.5,78,1,1.71,0.42,837.26,4428,16.06,3.0,2021.0,5.0,2021.0,0,0,1
4.08,78,1,1.71,0.69,679.62,4428,15.73,3.0,2021.0,5.0,2021.0,0,0,1
5.68,78,1,1.71,0.34,837.26,4428,16.3,3.0,2021.0,5.0,2021.0,0,0,1
1.34,78,1,1.71,0.78,992.83,4428,15.69,3.0,2021.0,5.0,2021.0,0,0,1
2.97,78,1,1.71,0.57,837.26,4428,15.8,3.0,2021.0,5.0,2021.0,0,0,1
4.83,32,1,1.71,0.42,848.52,4378,17.0,3.0,2021.0,7.0,2021.0,0,0,1
3.75,28,1,2.25,0.31,799.63,7191,16.57,3.0,2021.0,4.0,2021.0,0,0,1
2.71,78,1,2.25,0.34,837.26,6137,15.65,3.0,2021.0,5.0,2021.0,0,0,1
6.5,27,1,1.71,0.78,992.83,8361,15.1,3.0,2021.0,5.0,2021.0,0,1,0
1.87,25,1,1.71,0.48,871.64,2383,15.25,3.0,2021.0,4.0,2021.0,0,1,0
5.75,27,1,2.25,0.26,837.26,7995,17.23,3.0,2021.0,4.0,2021.0,0,0,1
3.01,78,1,2.25,0.42,837.26,6137,15.53,3.0,2021.0,5.0,2021.0,0,0,1
3.38,78,1,2.25,0.51,837.26,6137,15.56,3.0,2021.0,5.0,2021.0,0,0,1
3.21,78,1,2.25,0.55,768.18,6134,15.51,3.0,2021.0,5.0,2021.0,0,0,1
5.74,27,1,2.25,0.41,837.26,8000,16.11,3.0,2021.0,4.0,2021.0,0,0,1
3.11,78,1,2.25,0.55,770.7,6137,15.56,3.0,2021.0,5.0,2021.0,0,0,1
2.66,78,1,2.25,0.56,837.26,6137,15.53,3.0,2021.0,5.0,2021.0,0,0,1
7.93,27,1,2.25,0.49,649.71,8225,16.09,3.0,2021.0,4.0,2021.0,0,0,1
2.69,78,1,2.25,0.6,837.26,6137,15.49,3.0,2021.0,5.0,2021.0,0,0,1
7.93,27,1,2.25,0.4,649.71,8225,16.29,3.0,2021.0,4.0,2021.0,0,0,1
2.96,78,1,2.25,0.54,776.99,6137,15.56,3.0,2021.0,5.0,2021.0,0,0,1
5.88,27,1,2.25,0.22,805.91,8002,16.91,3.0,2021.0,4.0,2021.0,0,0,1
2.92,78,1,2.25,0.65,837.26,6134,15.48,3.0,2021.0,5.0,2021.0,0,0,1
3.31,78,1,2.25,0.67,755.57,6134,15.45,3.0,2021.0,5.0,2021.0,0,0,1
7.94,27,1,2.25,0.41,837.26,7999,16.1,3.0,2021.0,4.0,2021.0,0,0,1
2.31,78,1,2.25,0.67,837.26,6137,15.47,3.0,2021.0,5.0,2021.0,0,0,1
3.25,78,1,2.25,0.69,837.26,6134,15.4,3.0,2021.0,5.0,2021.0,0,0,1
5.83,27,1,2.25,0.22,837.26,8002,16.94,3.0,2021.0,4.0,2021.0,0,0,1
2.66,78,1,2.25,0.32,837.26,6137,15.74,3.0,2021.0,5.0,2021.0,0,0,1
5.84,27,1,2.25,0.26,837.26,7997,17.23,3.0,2021.0,4.0,2021.0,0,0,1
2.88,78,1,2.25,0.59,837.26,6134,15.52,3.0,2021.0,5.0,2021.0,0,0,1
2.15,78,1,2.25,0.35,837.26,6137,15.64,3.0,2021.0,5.0,2021.0,0,0,1
2.33,78,1,2.25,0.39,837.26,6137,15.57,3.0,2021.0,5.0,2021.0,0,0,1
3.45,78,1,2.25,0.56,787.06,6137,15.52,3.0,2021.0,5.0,2021.0,0,0,1
2.69,78,1,2.25,0.6,763.14,6137,15.51,3.0,2021.0,5.0,2021.0,0,0,1
3.35,78,1,2.25,0.67,774.47,6134,15.48,3.0,2021.0,5.0,2021.0,0,0,1
2.84,78,1,2.25,0.51,793.35,6137,15.54,3.0,2021.0,5.0,2021.0,0,0,1
3.22,78,1,2.25,0.54,770.7,6135,15.54,3.0,2021.0,5.0,2021.0,0,0,1
2.93,78,1,2.25,0.54,783.91,6135,15.52,3.0,2021.0,5.0,2021.0,0,0,1
4.2,32,1,2.25,0.5,848.52,992,15.91,3.0,2021.0,1.0,2021.0,0,0,1
2.76,78,1,2.25,0.68,837.26,6137,15.48,3.0,2021.0,5.0,2021.0,0,0,1
4.4,32,1,2.25,0.5,848.52,1521,16.2,3.0,2021.0,1.0,2021.0,0,0,1
3.42,78,1,2.25,0.54,780.77,6137,15.55,3.0,2021.0,5.0,2021.0,0,0,1
3.49,78,1,2.25,0.67,755.57,6137,15.45,3.0,2021.0,5.0,2021.0,0,0,1
2.37,78,1,2.25,0.59,755.57,6137,15.51,3.0,2021.0,5.0,2021.0,0,0,1
2.45,78,1,2.25,0.49,792.09,6137,15.49,3.0,2021.0,5.0,2021.0,0,0,1
2.46,78,1,2.25,0.55,770.7,6137,15.51,3.0,2021.0,5.0,2021.0,0,0,1
2.92,78,1,2.25,0.6,837.26,6137,15.5,3.0,2021.0,5.0,2021.0,0,0,1
2.34,78,1,2.25,0.56,837.26,6137,15.52,3.0,2021.0,5.0,2021.0,0,0,1
1.68,78,1,2.25,0.31,679.62,7801,16.3,3.0,2021.0,5.0,2021.0,0,0,1
2.69,78,1,2.25,0.5,834.75,7802,15.89,3.0,2021.0,5.0,2021.0,0,0,1
1.29,78,1,2.25,0.57,834.75,7802,15.83,3.0,2021.0,5.0,2021.0,0,0,1
0.5,78,1,2.25,0.67,755.57,8612,15.46,3.0,2021.0,5.0,2021.0,0,0,1
2.3,78,1,2.25,0.49,992.83,6138,15.91,3.0,2021.0,5.0,2021.0,0,0,1
1.52,78,1,2.25,0.51,874.77,6137,15.53,3.0,2021.0,5.0,2021.0,0,0,1
1.41,78,1,2.25,0.6,763.14,6137,15.49,3.0,2021.0,5.0,2021.0,0,0,1
0.47,78,1,2.25,0.59,837.26,6137,15.48,3.0,2021.0,5.0,2021.0,0,0,1
1.15,78,1,2.25,0.56,787.06,6137,15.53,3.0,2021.0,5.0,2021.0,0,0,1
2.25,78,1,2.25,0.67,774.47,8612,15.44,3.0,2021.0,5.0,2021.0,0,0,1
2.89,78,1,2.25,0.51,793.35,6137,15.56,3.0,2021.0,5.0,2021.0,0,0,1
2.31,78,1,2.25,0.51,837.26,6137,15.51,3.0,2021.0,5.0,2021.0,0,0,1
2.21,78,1,2.25,0.54,770.7,6137,15.56,3.0,2021.0,5.0,2021.0,0,0,1
1.06,78,1,2.25,0.54,783.91,6137,15.54,3.0,2021.0,5.0,2021.0,0,0,1
1.48,78,1,2.25,0.5,837.26,4428,15.47,3.0,2021.0,5.0,2021.0,0,0,1
2.69,78,1,2.25,0.48,837.26,4428,15.5,3.0,2021.0,5.0,2021.0,0,0,1
2.78,78,1,2.25,0.54,770.7,4428,15.53,3.0,2021.0,5.0,2021.0,0,0,1
2.91,78,1,2.25,0.54,783.91,4428,15.52,3.0,2021.0,5.0,2021.0,0,0,1
2.6,78,1,2.25,0.52,837.26,4428,15.53,3.0,2021.0,5.0,2021.0,0,0,1
2.79,78,1,2.25,0.54,770.7,6137,15.52,3.0,2021.0,5.0,2021.0,0,0,1
2.2,78,1,2.25,0.54,783.91,6137,15.53,3.0,2021.0,5.0,2021.0,0,0,1
2.18,78,1,2.25,0.59,763.14,6137,15.48,3.0,2021.0,5.0,2021.0,0,0,1
2.86,78,1,2.25,0.54,780.77,6137,15.52,3.0,2021.0,5.0,2021.0,0,0,1
1.98,78,1,2.25,0.54,780.77,6137,15.51,3.0,2021.0,5.0,2021.0,0,0,1
1.98,78,1,2.25,0.67,755.57,8612,15.46,3.0,2021.0,5.0,2021.0,0,0,1
1.55,78,1,2.25,0.49,792.09,6137,15.51,3.0,2021.0,5.0,2021.0,0,0,1
4.92,27,1,1.71,0.9,1002.11,4286,15.12,3.0,2021.0,5.0,2021.0,0,1,0
4.81,30,1,1.71,0.51,992.83,836,15.6,3.0,2021.0,7.0,2021.0,0,0,1
7.04,30,1,1.71,0.69,599.85,836,15.51,3.0,2021.0,7.0,2021.0,0,0,1
5.01,30,1,1.71,0.56,992.83,836,15.57,3.0,2021.0,7.0,2021.0,0,0,1
4.9,30,1,1.71,0.69,837.26,836,15.42,3.0,2021.0,7.0,2021.0,0,0,1
2.63,78,1,1.71,0.83,679.62,8083,14.9,3.0,2021.0,4.0,2021.0,0,0,1
5.77,32,1,2.35,0.74,955.66,5610,15.46,3.0,2021.0,7.0,2021.0,0,1,0
5.81,32,1,2.35,0.69,868.52,3479,15.56,3.0,2021.0,7.0,2021.0,0,1,0
6.44,32,1,2.35,0.74,955.66,5610,15.49,3.0,2021.0,7.0,2021.0,0,1,0
5.8,32,1,2.35,0.9,862.28,4835,15.36,3.0,2021.0,7.0,2021.0,0,1,0
5.53,32,1,2.35,0.69,837.26,3468,15.57,3.0,2021.0,7.0,2021.0,0,1,0
5.58,32,1,2.35,0.7,899.71,5610,15.5,3.0,2021.0,7.0,2021.0,0,1,0
5.6,32,1,2.35,0.75,774.47,3467,15.59,3.0,2021.0,7.0,2021.0,0,1,0
7.47,32,1,2.35,0.69,868.52,3479,15.71,3.0,2021.0,7.0,2021.0,0,1,0
4.22,32,1,2.35,0.74,871.64,3467,15.56,3.0,2021.0,7.0,2021.0,0,1,0
3.56,32,1,2.35,0.72,619.7,3467,15.6,3.0,2021.0,7.0,2021.0,0,1,0
5.81,32,1,2.35,0.69,657.35,3468,15.61,3.0,2021.0,7.0,2021.0,0,1,0
4.34,32,1,2.35,0.69,837.26,3474,15.65,3.0,2021.0,7.0,2021.0,0,1,0
4.54,25,1,2.25,0.78,837.26,8190,15.11,3.0,2021.0,4.0,2021.0,0,1,0
4.87,30,1,1.71,0.56,805.91,836,15.74,3.0,2021.0,7.0,2021.0,0,0,1
4.98,30,1,1.71,0.51,805.91,836,15.78,3.0,2021.0,7.0,2021.0,0,0,1
5.01,30,1,1.71,0.62,599.85,836,15.63,3.0,2021.0,7.0,2021.0,0,0,1
2.52,84,1,1.71,0.78,679.62,626,15.5,3.0,2021.0,4.0,2021.0,0,0,1
2.73,84,1,1.71,0.57,837.26,599,15.44,3.0,2021.0,4.0,2021.0,0,0,1
2.43,84,1,2.44,0.51,992.83,5685,17.12,3.0,2021.0,4.0,2021.0,0,0,1
1.23,84,1,1.71,0.78,679.62,1536,15.27,3.0,2021.0,4.0,2021.0,0,0,1
1.88,84,1,1.71,0.87,992.83,7663,15.79,3.0,2021.0,4.0,2021.0,0,0,1
2.32,84,1,1.71,0.9,992.83,7663,15.8,3.0,2021.0,4.0,2021.0,0,0,1
2.71,84,1,1.71,0.83,992.83,1541,15.37,3.0,2021.0,4.0,2021.0,0,0,1
1.0,78,1,1.71,0.87,992.83,8379,15.06,3.0,2021.0,4.0,2021.0,0,0,1
3.01,78,1,1.71,0.9,992.83,8379,15.07,3.0,2021.0,4.0,2021.0,0,0,1
2.99,78,1,1.71,0.78,992.83,8083,14.9,3.0,2021.0,4.0,2021.0,0,0,1
1.02,78,1,1.71,0.83,992.83,8083,14.89,3.0,2021.0,4.0,2021.0,0,0,1
1.56,78,1,1.71,0.87,837.26,8083,14.91,3.0,2021.0,4.0,2021.0,0,0,1
2.55,78,1,1.71,0.87,992.83,8083,14.93,3.0,2021.0,4.0,2021.0,0,0,1
1.12,78,1,1.71,0.9,992.83,8083,14.94,3.0,2021.0,4.0,2021.0,0,0,1
2.15,78,1,1.71,0.69,837.26,8083,14.93,3.0,2021.0,4.0,2021.0,0,0,1
6.86,25,1,2.25,0.37,834.13,7469,17.38,3.0,2021.0,4.0,2021.0,0,0,1
6.85,25,1,2.25,0.48,834.13,4026,16.94,3.0,2021.0,4.0,2021.0,0,0,1
7.78,25,1,2.25,0.37,834.13,5583,16.19,3.0,2021.0,4.0,2021.0,0,0,1
7.23,25,1,2.25,0.44,834.13,5585,15.95,3.0,2021.0,4.0,2021.0,0,0,1
7.26,25,1,2.25,0.32,802.77,5579,16.41,3.0,2021.0,4.0,2021.0,0,0,1
7.58,25,1,2.25,0.44,834.13,7470,16.0,3.0,2021.0,4.0,2021.0,0,0,1
3.45,25,1,1.71,0.44,992.83,2690,16.14,3.0,2021.0,3.0,2021.0,0,0,1
5.1,25,1,1.71,0.51,992.83,2698,15.97,3.0,2021.0,3.0,2021.0,0,0,1
3.68,25,1,1.71,0.57,899.71,2699,15.88,3.0,2021.0,3.0,2021.0,0,0,1
3.73,25,1,1.71,0.57,992.83,2700,15.88,3.0,2021.0,3.0,2021.0,0,0,1
3.7,25,1,1.71,0.62,992.83,2704,15.79,3.0,2021.0,3.0,2021.0,0,0,1
6.14,25,1,1.71,0.69,992.83,2709,15.72,3.0,2021.0,3.0,2021.0,0,0,1
3.8,25,1,1.71,0.74,992.83,2715,15.66,3.0,2021.0,3.0,2021.0,0,0,1
3.73,25,1,1.71,0.78,837.26,2718,15.64,3.0,2021.0,3.0,2021.0,0,0,1
